"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"9833",9833,"eurico",1322489668,242660,"28/11/2011 14:14","no",264,1.43,1.81,-88.3,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.03,-0.02,-5,7,19,34,556,-441,93.5,11.2,113,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,0.47,0.08,-256,190,-55,-402,319,506,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.93124735,-48.56902197,-46.18441753,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.39,0.02,-22,-36,-21,-499,109,292,179,22.9,-109,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-3.07,-1,-114,-166,247,-135,-591,179,"C"
"9843",9843,"eurico",1322489668,382651,"28/11/2011 14:14","no",264,1.13,2.19,-88.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.05,-5,4,25,24,566,-438,88.2,-17.9,44.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.38,1.85,-0.69,-70,200,44,575,61,396,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.87065051,-33.42977887,-44.5200684,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.34,-0.05,-16,-41,-21,-505,113,272,177,19.6,-32.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4.53,-1.18,181,81,147,435,-620,-11,"C"
"9881",9881,"eurico",1322489670,46706,"28/11/2011 14:14","no",266,1.5,2.77,-88.6,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,0.02,-7,4,21,37,566,-435,92.2,7.68,101,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,-0.64,0.11,-264,198,-45,-337,324,579,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5169348,-38.22207697,-38.22207697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-178,15.3,74.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,2.46,1.16,60,346,178,-87,679,-381,"C"
"9896",9896,"eurico",1322489670,546657,"28/11/2011 14:14","no",266,1.04,2.08,-88.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,0,-8,3,23,37,569,-433,90,-3.54,80,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.66,1.7,-0.57,-210,232,46,114,251,609,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5169348,-38.22207697,-38.22207697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,175,13.7,2.86,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-2.2,0.05,177,68,173,475,-301,-62,"C"
"9909",9909,"eurico",1322489670,946651,"28/11/2011 14:14","no",266,1.48,2.59,-88.5,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0.02,-5,6,21,32,561,-441,114,-29,-30.4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.81,1.11,-0.1,80,72,-223,623,-227,-283,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5169348,-38.22207697,-38.22207697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-176,15.3,69.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-2.42,-0.02,24,310,163,-252,849,-444,"C"
"9910",9910,"eurico",1322489670,946690,"28/11/2011 14:14","no",266,1.53,2.65,-88.5,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0,-5,3,20,30,563,-434,118,-28.3,-36.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.66,1.06,0.03,78,66,-254,567,-237,-346,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5169348,-38.22207697,-38.22207697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-175,15.4,73.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-2.5,-0.13,19,323,175,-279,878,-451,"C"
"9913",9913,"eurico",1322489671,14882,"28/11/2011 14:14","no",267,1.57,2.96,-88.4,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0,-6,6,17,40,567,-436,129,-22.5,-56.5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.34,0.95,0.34,72,38,-321,393,-259,-462,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5169348,-38.22207697,-38.22207697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-174,14,87.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-1.78,-0.05,-22,332,173,-467,1050,-515,"C"
"9920",9920,"eurico",1322489671,314681,"28/11/2011 14:14","no",267,1.33,2.47,-88.4,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.02,-0.1,-9,7,19,41,569,-438,142,-1.36,-105,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,0.48,-0.08,-84,-74,-569,-275,-221,-493,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5169348,-38.22207697,-38.22207697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-174,8.68,114,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.37,-0.18,-79,274,198,-708,1180,-558,"C"
"9924",9924,"eurico",1322489671,438648,"28/11/2011 14:14","no",267,0.89,1.77,-88.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.02,-0.07,-3,2,28,28,566,-424,141,-4.47,-101,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,-0.93,0.08,-55,-57,-511,-186,-232,-514,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5169348,-38.22207697,-38.22207697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-175,6.65,115,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.03,0.28,-71,281,207,-685,1160,-537,"C"
"9925",9925,"eurico",1322489671,522636,"28/11/2011 14:14","no",267,0.83,1.71,-88.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.02,-4,1,28,32,575,-432,141,-8.45,-92.2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,-1.38,0.05,1,-33,-455,-39,-272,-523,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5169348,-38.22207697,-38.22207697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-175,7.48,114,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,0.1,0.52,-84,290,205,-677,1160,-538,"C"
"9941",9941,"eurico",1322489673,198632,"28/11/2011 14:14","no",268,1.56,4.45,-88.6,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.05,-6,4,22,52,564,-434,91.9,6.31,116,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.11,-0.28,-235,160,-149,-365,319,532,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,91.269482,6.08956914,-65.4270584,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,2.73,1.1,1,13,-10,-473,201,276,-172,11.9,112,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,-1.11,0.38,-110,291,198,-723,1190,-568,"C"
"9943",9943,"eurico",1322489673,390625,"28/11/2011 14:14","no",268,1.34,4.09,-88.6,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0,-0.08,-6,4,22,48,564,-436,91.3,5.85,116,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,0.05,-0.05,-229,160,-128,-350,298,533,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,122.6193508,3.362096593,-34.2822115,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.27,-0.02,1,28,-10,-475,216,260,-172,10.8,115,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.29,0.13,-96,278,205,-742,1190,-563,"C"
"9947",9947,"eurico",1322489673,598629,"28/11/2011 14:14","no",268,0.5,2.35,-88.5,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.05,0,2,27,32,566,-422,87.2,-1.34,96.6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,0.72,-0.36,-161,192,-25,-102,274,610,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,86.33683008,5.632873609,-70.42178795,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.29,0.2,2,27,-23,-480,234,239,-174,11.9,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,1.53,0.64,-58,335,188,-626,1150,-539,"C"
"9948",9948,"eurico",1322489673,882648,"28/11/2011 14:14","no",268,0.64,2.5,-88.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,-7,3,28,39,569,-412,87.6,-11,72.3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,0.96,-0.34,-101,182,6,282,190,556,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,66.76879512,13.30721315,-88.50791643,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.4,0.1,6,28,-35,-488,244,230,-176,13.9,81.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.95,0.64,-3,366,177,-220,828,-403,"C"
"9972",9972,"eurico",1322489675,806664,"28/11/2011 14:14","no",269,0.99,1.88,-88.1,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.03,-4,4,28,35,572,-421,81.4,-22.5,74.3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.47,1.11,-0.84,-116,176,3,336,146,550,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-36.71738338,-120.3622493,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,-0.03,0.28,-5,0,-13,-510,127,255,-176,13.2,84.2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,3,0.52,13,376,185,-217,819,-384,"C"
"9989",9989,"eurico",1322489676,570657,"28/11/2011 14:14","no",270,0.83,1.74,-88,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,-0.07,-3,3,27,34,573,-422,75.1,-12.1,80.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,-0.69,0.3,-125,179,-24,118,214,607,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,86.39934581,8.785628659,-69.8997904,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.42,0.21,3,26,-22,-464,243,263,180,15.7,29.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,-2.91,-0.1,135,290,169,209,286,-215,"C"
"9992",9992,"eurico",1322489676,682643,"28/11/2011 14:14","no",270,0.69,2.63,-88.1,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,-6,2,30,38,573,-427,76,-0.01,104,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,-0.42,0.15,-229,175,-63,-254,282,608,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.29166989,34.51077287,-74.31301368,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-0.02,-0.2,15,29,-30,-457,273,252,-175,13,73.1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-3.02,-0.02,-31,348,194,-312,911,-420,"C"
"10008",10008,"eurico",1322489677,382631,"28/11/2011 14:14","no",271,1.88,3.14,-88.2,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0,-0.03,-7,3,19,43,560,-425,75.6,-4.49,106,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,0.67,-0.41,-203,189,-27,-178,281,610,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.87254873,-10.10585825,-103.0461648,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.05,0.02,-2,-10,-17,-495,159,255,-171,11.5,100,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,2.26,0.92,-56,358,186,-606,1160,-551,"C"
"10014",10014,"eurico",1322489677,710698,"28/11/2011 14:14","no",271,1.16,1.67,-88.1,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,-0.02,-5,3,26,31,566,-430,82.3,-34.1,45.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,0.71,-0.92,2,120,-45,615,-24,333,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.91775441,-5.317445547,-112.7959729,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.03,-0.52,-1,-8,-17,-516,122,261,-180,20.1,36.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,3.32,0.51,147,216,164,303,64,-196,"C"
"10046",10046,"eurico",1322489679,482713,"28/11/2011 14:14","no",273,1.49,2.99,-88.1,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,0,-8,2,18,40,555,-445,72.5,4.97,112,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69,0.35,-0.18,-222,181,-54,-294,287,588,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,118.2012006,-22.21490035,31.35703557,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.14,-0.21,-5,21,7,-479,180,286,-169,12.8,108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,1.61,0.82,-79,336,187,-707,1220,-593,"C"
"10048",10048,"eurico",1322489679,534701,"28/11/2011 14:14","no",273,1.57,2.53,-88.1,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,0,-0.03,-8,5,18,36,564,-425,69.7,-3.33,100,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,0.75,-0.66,-203,189,9,-72,250,639,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,118.4649477,-34.35808059,-16.92370867,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.08,-0.11,-4,11,-2,-486,173,278,-169,16.5,94,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,2.62,1.02,-61,372,173,-482,1090,-558,"C"
"10062",10062,"eurico",1322489679,882798,"28/11/2011 14:14","no",273,1.16,2,-88,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0.02,-5,4,23,31,567,-434,95.2,-42.1,-1.4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,-0.19,0.43,143,50,-262,740,-102,-63,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.09012541,-15.09012541,-135.656376,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.05,0.34,-2,-2,-13,-512,135,276,166,16,-22.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,0.56,0.52,125,-80,149,381,-516,-74,"C"
"10077",10077,"eurico",1322489680,306929,"28/11/2011 14:14","no",274,1.31,1.05,-88.2,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.08,-4,2,20,23,564,-422,71.4,-27.1,53.7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,-0.82,0.61,-31,150,21,510,62,447,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,129.5153528,-19.36583004,19.36583004,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.31,0.3,-1,5,1,-485,178,278,-177,22.2,21.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-3.84,-0.08,112,230,149,224,162,-268,"C"
"10078",10078,"eurico",1322489680,306985,"28/11/2011 14:14","no",274,1.22,1.04,-88.2,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.08,-5,-1,21,28,558,-430,70.5,-25.1,57,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,-0.8,0.54,-56,153,2,479,82,470,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.88299996,0,85.19663272,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.32,0.26,0,7,8,-478,187,273,-177,21.9,25.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-3.1,-0.31,90,225,144,189,255,-300,"C"
"10090",10090,"eurico",1322489680,998660,"28/11/2011 14:14","yes",274,1.61,3.6,-88.4,3,"-0.822635","-2.058955","#DIV/0!","-0.630589","-0.180515","#DIV/0!",-88.1,3,"-0.8",-88.4,2,"-0.8",0.3,1,"0.0000",0.3,1.2,0.3,0.1,2,0.9,0.8,-88.2,0.1,0.01,0.11,0,0,-6,6,23,40,562,-434,77.7,10.5,121,31,41.0164,75.5022,6.2003,38.4433,-9.6926,19.528,381.3423,81.4935,36.8593,1358.6086,-0.53,0.14,-0.15,-232,165,-97,-409,306,511,"-1.33174","-1.02257","-1.33202","-0.46560","-0.53558","-0.43898",11.3,122,32,-41.4,8.7,12,52.7,113.3,20,106.1,22,-45.2,"1.0534","1.1665","#DIV/0!","-0.7903","1.2156","#DIV/0!",31.1,85.2,"1.1",-58.2,-141.8,"1.1",89.28,227.01,"0.00",3,1.4034,68.2544,47.7261,2277.784,0.0468,18.6304,347.0913,-64.0911,51.9,2693.6084,-0.05,-0.19,0.08,6,24,-12,-490,210,246,-173,4.13,119,"-1.5724","-1.3378","#DIV/0!","-0.1912","-0.3990","#DIV/0!",22.3,119,"-1.6",3.2,-19,"-1.6",19.09,138,"0.00",37,30.88116,-97.63043,144.97484,21017.70483,13.40239,7.11178,50.57747,65.31022,47.8793,2292.42742,-0.4,0.11,0.43,-84,284,211,-747,1170,-552,"C"
"10101",10101,"eurico",1322489681,614678,"28/11/2011 14:14","no",275,0.76,1.98,-88.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,-0.07,-3,2,28,40,572,-431,83.1,-36.2,24.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,0.71,-1.43,73,102,-118,706,-39,138,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.05444936,-40.93519194,-63.97841737,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,173,11.5,3.14,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,3.12,0.26,157,99,193,558,-468,30,"C"
